MMSI,BaseDateTime,LAT,LON,SOG,COG,delta_sog,delta_cog,prev_lon,prev_lat,Distance_Traveled,anomaly
338123456,2023-01-01 09:50:00+00:00,18.82191,72.91053,9.8,4.8,8.5,-196.39999999999998,72.76967,18.95953,21302.155403975594,-1
338123456,2023-01-01 09:50:00+00:00,18.81873,72.85524,9.8,344.8,7.1000000000000005,260.9,72.80177,18.99876,20793.627803593492,-1
338123456,2023-01-01 09:55:00+00:00,18.98323,72.76774,9.8,213.6,8.600000000000001,194.1,72.78669,18.99005,2131.9390887817285,-1
338123456,2023-01-01 09:55:00+00:00,18.80811,72.7971,4.1,17.8,0.7999999999999998,-332.2,72.92223,18.98857,23998.73106680152,-1
338123456,2023-01-01 09:55:00+00:00,18.97276,72.7578,9.7,23.7,7.8999999999999995,-172.8,72.89977,18.80102,24244.10292016525,-1
338123456,2023-01-01 09:55:00+00:00,18.97847,72.824,9.9,358.3,4.2,357.6,72.93567,18.83268,20019.95326523977,-1
338123456,2023-01-01 10:00:00+00:00,18.80681,72.77543,0.9,112.6,-8.1,74.5,72.94231,18.96774,25069.26191220517,-1
338123456,2023-01-01 10:00:00+00:00,18.82664,72.77276,8.2,334.2,4.6,316.59999999999997,72.84003,18.9999,20524.075364689335,-1
338123456,2023-01-01 10:05:00+00:00,18.96424,72.90838,9.4,357.7,8.700000000000001,315.8,72.85002,18.93827,6782.987512412323,-1
338123456,2023-01-01 10:10:00+00:00,18.81488,72.77093,9.3,337.1,5.4,329.0,72.76014,18.99218,19747.509617087533,-1
338123456,2023-01-01 10:20:00+00:00,18.99304,72.82575,0.9,2.5,-2.6,-230.0,72.94109,18.80743,23941.412349370337,-1
338123456,2023-01-01 10:20:00+00:00,18.97881,72.9228,8.4,346.7,8.200000000000001,335.2,72.86703,18.94212,7144.301865550098,-1
338123456,2023-01-01 10:25:00+00:00,18.8823,72.94597,0.5,24.7,-8.7,-276.40000000000003,72.75168,18.92967,21106.373026028483,-1
338123456,2023-01-01 10:25:00+00:00,18.91191,72.84495,0.2,302.1,-9.5,-55.5,72.91035,18.9594,8671.8190815312,-1
338123456,2023-01-01 10:40:00+00:00,18.81739,72.92331,0.3,117.4,-9.6,-69.1,72.78864,18.99023,23876.127871106266,-1
338123456,2023-01-01 10:45:00+00:00,18.84906,72.88512,0.1,333.5,-9.6,217.0,72.9212,18.93018,9786.278360103739,-1
338123456,2023-01-01 10:45:00+00:00,18.87684,72.93458,9.4,344.8,8.3,325.2,72.82526,18.9726,15671.685312509977,-1
338123456,2023-01-01 10:45:00+00:00,18.97937,72.81679,9.5,348.2,9.3,215.29999999999998,72.8199,18.80668,19205.039116317414,-1
338123456,2023-01-01 10:50:00+00:00,18.83489,72.76435,0.2,2.4,-8.4,-344.5,72.80022,18.82698,3876.1837773846137,-1
338123456,2023-01-01 10:55:00+00:00,18.81221,72.91884,0.6,38.0,-9.4,-127.19999999999999,72.9261,18.80664,983.6399717364927,-1
338123456,2023-01-01 11:05:00+00:00,18.99405,72.89957,9.9,317.1,2.5,191.20000000000002,72.75285,18.8113,25517.97361028161,-1
338123456,2023-01-01 11:15:00+00:00,18.98464,72.88808,9.9,5.1,4.6000000000000005,-272.4,72.83194,18.82263,18958.04380813664,-1
338123456,2023-01-01 11:20:00+00:00,18.96061,72.83938,0.2,353.2,-6.0,319.7,72.90279,18.87057,12030.387986273656,-1
338123456,2023-01-01 11:20:00+00:00,18.97406,72.87475,0.7,327.1,-9.200000000000001,63.700000000000045,72.89645,18.99647,3378.6808857475744,-1
338123456,2023-01-01 11:25:00+00:00,18.8621,72.77451,8.1,256.8,7.6,181.9,72.77648,18.86028,289.69887371460146,-1
338123456,2023-01-01 11:25:00+00:00,18.81374,72.80557,9.8,36.7,9.600000000000001,4.100000000000001,72.93357,18.96514,21558.269818081386,-1
338123456,2023-01-01 11:30:00+00:00,18.99747,72.81241,9.3,212.8,8.4,210.0,72.80474,18.97695,2420.046738172263,-1
338123456,2023-01-01 11:35:00+00:00,18.93266,72.86187,9.9,10.6,7.9,-334.7,72.84035,18.82539,12140.875134124288,-1
338123456,2023-01-01 11:35:00+00:00,18.81882,72.85552,9.9,108.7,9.200000000000001,-245.90000000000003,72.81044,18.80732,4914.159477158907,-1
338123456,2023-01-01 11:45:00+00:00,18.99315,72.79697,10.0,60.0,8.7,-130.7,72.89268,18.80244,23474.979658402466,-1
338123456,2023-01-01 11:45:00+00:00,18.97967,72.94385,9.6,322.6,9.299999999999999,119.00000000000003,72.92697,18.97204,1967.3134548883263,-1
338123456,2023-01-01 11:50:00+00:00,18.87485,72.93729,0.2,339.6,-7.5,166.50000000000003,72.7616,18.90297,18746.39891271412,-1
338123456,2023-01-01 12:00:00+00:00,18.81662,72.75675,9.7,133.9,8.6,-101.0,72.75964,18.83197,1733.7319164400535,-1
338123456,2023-01-01 12:00:00+00:00,18.84888,72.84701,1.0,3.9,-8.2,-338.40000000000003,72.92584,18.99288,18031.679418853033,-1
338123456,2023-01-01 12:05:00+00:00,18.80997,72.92972,0.5,25.7,-8.8,-107.60000000000001,72.75629,18.95982,24709.7965010516,-1
338123456,2023-01-01 12:15:00+00:00,18.97854,72.90576,10.0,107.4,7.9,-249.20000000000002,72.91664,18.98132,1185.054509304686,-1
338123456,2023-01-01 12:15:00+00:00,18.83897,72.81514,0.7,0.8,-9.0,-225.6,72.80833,18.91043,7978.229664329898,-1
338123456,2023-01-01 12:20:00+00:00,18.85803,72.78463,9.4,342.4,8.700000000000001,16.5,72.7734,18.88212,2927.720949683247,-1
338123456,2023-01-01 12:25:00+00:00,18.80525,72.77314,0.3,349.8,-9.0,249.70000000000002,72.84184,18.81699,7347.952452707678,-1
338123456,2023-01-01 12:30:00+00:00,18.83236,72.94445,1.1,10.4,-7.300000000000001,-226.1,72.80929,18.9636,20375.02523319478,-1
338123456,2023-01-01 12:40:00+00:00,18.85767,72.92641,0.4,356.3,-9.5,293.8,72.91578,18.94124,9359.605665351528,-1
338123456,2023-01-01 12:40:00+00:00,18.80878,72.76946,0.3,108.0,-9.7,-202.8,72.81363,18.96956,18471.99060884706,-1
338123456,2023-01-01 12:45:00+00:00,18.94896,72.94525,9.7,215.6,8.399999999999999,-46.20000000000002,72.77453,18.80427,24114.12190732287,-1
338123456,2023-01-01 12:45:00+00:00,18.87811,72.81561,9.8,93.9,8.9,-258.1,72.8544,18.87907,4082.6213775360598,-1
338123456,2023-01-01 12:50:00+00:00,18.9945,72.78162,0.7,71.5,-7.7,-28.900000000000006,72.93409,18.81982,25189.824788653503,-1
338123456,2023-01-01 12:55:00+00:00,18.85458,72.93715,0.1,94.3,-9.200000000000001,85.2,72.8645,18.96436,14401.932731574067,-1
338123456,2023-01-01 13:00:00+00:00,18.99438,72.78256,0.5,26.9,-8.0,-300.70000000000005,72.75299,18.80717,21047.944936881046,-1
338123456,2023-01-01 13:00:00+00:00,18.98825,72.7734,9.8,146.4,9.3,119.5,72.78256,18.99438,1179.9075229886007,-1
338123456,2023-01-01 13:00:00+00:00,18.87785,72.77486,0.3,344.0,-9.399999999999999,167.7,72.93893,18.99791,21817.462663793507,-1
338123456,2023-01-01 13:10:00+00:00,18.89535,72.83395,0.4,344.5,-9.299999999999999,305.3,72.88211,18.87616,5497.843379765541,-1
338123456,2023-01-01 13:15:00+00:00,18.81116,72.83263,9.8,14.4,9.3,-344.0,72.93897,18.96783,20703.904734523043,-1
338123456,2023-01-01 13:20:00+00:00,18.80098,72.85383,0.2,359.2,-9.8,294.7,72.89236,18.93952,15929.463976550831,-1
338123456,2023-01-01 13:25:00+00:00,18.91153,72.76623,9.4,289.8,8.9,144.60000000000002,72.93151,18.8015,21264.28010830216,-1
338123456,2023-01-01 13:35:00+00:00,18.91435,72.83854,0.2,345.4,-9.200000000000001,184.29999999999998,72.89204,18.99728,10802.293118378231,-1
338123456,2023-01-01 13:40:00+00:00,18.8075,72.79984,7.2,354.0,-2.8,336.4,72.8904,18.97633,21052.257702471303,-1
338123456,2023-01-01 13:45:00+00:00,18.81106,72.82939,0.3,44.9,-8.5,-302.1,72.81533,18.83176,2736.385010221372,-1
