MMSI,BaseDateTime,LAT,LON,SOG,COG
366789123,2023-01-01T13:15:00+00:00,18.82956,72.75909,4.8,136.5
374567890,2023-01-01T13:20:00+00:00,18.99862,72.75958,8.6,253.1
374567890,2023-01-01T13:25:00+00:00,18.85921,72.89883,9.6,315.1
374567890,2023-01-01T13:30:00+00:00,18.90279,72.91067,3.2,129.8
366789123,2023-01-01T13:35:00+00:00,18.86866,72.81603,8.8,17.9
374567890,2023-01-01T13:40:00+00:00,18.97355,72.86486,3.6,148.6
366789123,2023-01-01T13:45:00+00:00,18.83574,72.78568,9.6,199.0
374567890,2023-01-01T13:50:00+00:00,18.9754,72.83612,6.4,44.0
374567890,2023-01-01T13:55:00+00:00,18.808,72.80144,5.4,301.8
374567890,2023-01-01T14:00:00+00:00,18.88279,72.94251,9.5,270.5
338123456,2023-01-01T14:05:00+00:00,18.8851,72.87946,9.7,315.1
374567890,2023-01-01T14:10:00+00:00,18.91523,72.86859,2.0,81.1
338123456,2023-01-01T14:15:00+00:00,18.80945,72.85623,6.1,168.1
374567890,2023-01-01T14:20:00+00:00,18.86292,72.75635,5.0,198.2
338123456,2023-01-01T14:25:00+00:00,18.96985,72.93125,1.0,143.0
366789123,2023-01-01T14:30:00+00:00,18.92898,72.94645,7.8,82.1
338123456,2023-01-01T14:35:00+00:00,18.93488,72.78644,6.0,359.7
366789123,2023-01-01T14:40:00+00:00,18.92986,72.80645,3.9,325.3
338123456,2023-01-01T14:45:00+00:00,18.92512,72.86648,7.7,112.3
374567890,2023-01-01T14:50:00+00:00,18.9316,72.88221,2.6,335.8
366789123,2023-01-01T14:55:00+00:00,18.80947,72.86156,7.0,99.5
374567890,2023-01-01T15:00:00+00:00,18.86894,72.75047,1.1,238.2
366789123,2023-01-01T15:05:00+00:00,18.98291,72.79088,5.9,111.1
338123456,2023-01-01T15:10:00+00:00,18.89269,72.76137,7.2,136.4
374567890,2023-01-01T15:15:00+00:00,18.92058,72.7717,9.3,350.1
366789123,2023-01-01T15:20:00+00:00,18.83046,72.81841,9.4,20.7
338123456,2023-01-01T15:25:00+00:00,18.98659,72.94927,7.2,271.8
366789123,2023-01-01T15:30:00+00:00,18.85347,72.92826,9.2,223.8
338123456,2023-01-01T15:35:00+00:00,18.91603,72.80292,7.8,4.9
374567890,2023-01-01T15:40:00+00:00,18.83289,72.94063,4.3,176.5
374567890,2023-01-01T15:45:00+00:00,18.8961,72.84742,9.3,113.3
366789123,2023-01-01T15:50:00+00:00,18.88504,72.78228,3.9,288.4
338123456,2023-01-01T15:55:00+00:00,18.91814,72.86897,6.0,91.2
338123456,2023-01-01T16:00:00+00:00,18.81794,72.76809,2.0,80.3
366789123,2023-01-01T16:05:00+00:00,18.86949,72.93451,1.3,59.4
366789123,2023-01-01T16:10:00+00:00,18.82942,72.86557,2.2,96.8
338123456,2023-01-01T16:15:00+00:00,18.81229,72.81542,4.7,199.0
366789123,2023-01-01T16:20:00+00:00,18.84011,72.75623,6.8,160.8
366789123,2023-01-01T16:25:00+00:00,18.95934,72.91266,7.2,221.6
374567890,2023-01-01T16:30:00+00:00,18.85829,72.88156,4.0,171.1
374567890,2023-01-01T16:35:00+00:00,18.81279,72.82987,1.9,94.3
374567890,2023-01-01T16:40:00+00:00,18.81965,72.88312,8.8,38.9
366789123,2023-01-01T16:45:00+00:00,18.98775,72.92978,0.3,220.8
374567890,2023-01-01T16:50:00+00:00,18.85942,72.80433,1.0,282.1
366789123,2023-01-01T16:55:00+00:00,18.82124,72.76483,5.8,314.8
374567890,2023-01-01T17:00:00+00:00,18.87332,72.90431,5.6,348.1
366789123,2023-01-01T17:05:00+00:00,18.88729,72.85688,9.8,104.1
366789123,2023-01-01T17:10:00+00:00,18.91664,72.77172,3.9,340.2
374567890,2023-01-01T17:15:00+00:00,18.93326,72.90729,7.8,352.8
374567890,2023-01-01T17:20:00+00:00,18.81853,72.94192,6.7,220.6
366789123,2023-01-01T17:25:00+00:00,18.92117,72.89209,7.0,17.3
374567890,2023-01-01T17:30:00+00:00,18.84413,72.87038,6.4,101.3
374567890,2023-01-01T17:35:00+00:00,18.93958,72.75538,6.4,19.2
374567890,2023-01-01T17:40:00+00:00,18.84177,72.9366,4.2,131.4
366789123,2023-01-01T17:45:00+00:00,18.96993,72.93294,4.8,72.2
374567890,2023-01-01T17:50:00+00:00,18.86158,72.8238,8.0,224.7
374567890,2023-01-01T17:55:00+00:00,18.9888,72.83863,9.7,146.9
374567890,2023-01-01T18:00:00+00:00,18.94314,72.7733,4.2,26.6
338123456,2023-01-01T18:05:00+00:00,18.80507,72.88749,3.0,89.6
366789123,2023-01-01T18:10:00+00:00,18.84822,72.84278,0.9,296.5
366789123,2023-01-01T18:15:00+00:00,18.83862,72.83991,6.2,64.8
374567890,2023-01-01T18:20:00+00:00,18.83045,72.79333,5.2,244.5
366789123,2023-01-01T18:25:00+00:00,18.94758,72.87136,3.0,310.0
366789123,2023-01-01T18:30:00+00:00,18.88836,72.88323,2.9,35.3
366789123,2023-01-01T18:35:00+00:00,18.97724,72.93256,4.3,298.3
374567890,2023-01-01T18:40:00+00:00,18.9145,72.86058,9.3,302.6
338123456,2023-01-01T18:45:00+00:00,18.95997,72.914,6.6,176.3
366789123,2023-01-01T18:50:00+00:00,18.90587,72.90506,0.8,237.0
338123456,2023-01-01T18:55:00+00:00,18.81553,72.91166,9.0,133.8
338123456,2023-01-01T19:00:00+00:00,18.97347,72.9125,3.9,266.5
374567890,2023-01-01T19:05:00+00:00,18.88633,72.90555,4.3,271.6
338123456,2023-01-01T19:10:00+00:00,18.88143,72.83176,7.0,21.5
366789123,2023-01-01T19:15:00+00:00,18.83312,72.79946,4.6,99.4
366789123,2023-01-01T19:20:00+00:00,18.85669,72.94927,1.5,336.5
374567890,2023-01-01T19:25:00+00:00,18.82139,72.82079,2.4,326.3
338123456,2023-01-01T19:30:00+00:00,18.94193,72.92398,5.4,349.2
366789123,2023-01-01T19:35:00+00:00,18.81007,72.77386,6.2,96.3
366789123,2023-01-01T19:40:00+00:00,18.99261,72.91369,5.1,46.0
374567890,2023-01-01T19:45:00+00:00,18.99436,72.92718,5.7,313.8
338123456,2023-01-01T19:50:00+00:00,18.93213,72.84946,7.7,58.9
374567890,2023-01-01T19:55:00+00:00,18.82824,72.82421,0.6,70.7
338123456,2023-01-01T20:00:00+00:00,18.85534,72.83629,6.9,315.3
374567890,2023-01-01T20:05:00+00:00,18.87937,72.83315,7.1,8.4
366789123,2023-01-01T20:10:00+00:00,18.81315,72.93252,1.3,239.9
374567890,2023-01-01T20:15:00+00:00,18.87051,72.76325,7.6,6.3
338123456,2023-01-01T20:20:00+00:00,18.82209,72.88793,7.0,42.8
366789123,2023-01-01T20:25:00+00:00,18.97016,72.7501,9.3,357.6
366789123,2023-01-01T20:30:00+00:00,18.95049,72.77887,8.1,239.7
374567890,2023-01-01T20:35:00+00:00,18.81802,72.87265,2.6,150.3
374567890,2023-01-01T20:40:00+00:00,18.8661,72.83402,6.4,66.3
366789123,2023-01-01T20:45:00+00:00,18.98356,72.86564,8.4,56.0
338123456,2023-01-01T20:50:00+00:00,18.84655,72.75618,6.7,263.6
338123456,2023-01-01T20:55:00+00:00,18.89033,72.92037,3.3,255.8
374567890,2023-01-01T21:00:00+00:00,18.88695,72.77812,3.9,209.8
338123456,2023-01-01T21:05:00+00:00,18.90567,72.8342,5.7,77.7
338123456,2023-01-01T21:10:00+00:00,18.83379,72.93665,7.6,314.0
338123456,2023-01-01T21:15:00+00:00,18.89979,72.86658,0.5,7.9
338123456,2023-01-01T21:20:00+00:00,18.88239,72.88207,8.2,87.2
374567890,2023-01-01T21:25:00+00:00,18.98542,72.92843,7.3,107.4
374567890,2023-01-01T21:30:00+00:00,18.83564,72.89517,1.8,95.8
338123456,2023-01-01T21:35:00+00:00,18.92946,72.81852,9.7,309.5
374567890,2023-01-01T21:40:00+00:00,18.94274,72.84392,1.1,69.3
338123456,2023-01-01T21:45:00+00:00,18.90667,72.88122,7.2,205.5
366789123,2023-01-01T21:50:00+00:00,18.88112,72.77518,3.2,261.6
338123456,2023-01-01T21:55:00+00:00,18.91439,72.81761,2.0,174.6
338123456,2023-01-01T22:00:00+00:00,18.99714,72.7862,0.2,161.8
366789123,2023-01-01T22:05:00+00:00,18.95035,72.87408,3.4,49.3
366789123,2023-01-01T22:10:00+00:00,18.84392,72.78968,7.8,305.4
338123456,2023-01-01T22:15:00+00:00,18.98685,72.85329,7.7,95.0
366789123,2023-01-01T22:20:00+00:00,18.92839,72.94996,7.5,69.5
338123456,2023-01-01T22:25:00+00:00,18.96956,72.79308,3.4,36.5
374567890,2023-01-01T22:30:00+00:00,18.80485,72.83811,0.1,324.8
366789123,2023-01-01T22:35:00+00:00,18.84848,72.94631,7.3,214.8
366789123,2023-01-01T22:40:00+00:00,18.88055,72.91665,2.7,39.6
366789123,2023-01-01T22:45:00+00:00,18.92465,72.90912,7.9,116.5
338123456,2023-01-01T22:50:00+00:00,18.92804,72.88534,1.6,35.6
366789123,2023-01-01T22:55:00+00:00,18.80058,72.89898,4.3,127.0
366789123,2023-01-01T23:00:00+00:00,18.86619,72.93837,9.2,189.4
374567890,2023-01-01T23:05:00+00:00,18.91616,72.87556,2.2,253.8
374567890,2023-01-01T23:10:00+00:00,18.98357,72.90457,4.0,43.1
338123456,2023-01-01T23:15:00+00:00,18.81194,72.89259,0.8,182.7
374567890,2023-01-01T23:20:00+00:00,18.883,72.82866,9.0,58.6
366789123,2023-01-01T23:25:00+00:00,18.82811,72.93336,4.4,253.2
366789123,2023-01-01T23:30:00+00:00,18.98324,72.9215,8.7,166.9
366789123,2023-01-01T23:35:00+00:00,18.85262,72.93218,0.5,332.3
338123456,2023-01-01T23:40:00+00:00,18.87811,72.77354,1.3,350.8
338123456,2023-01-01T23:45:00+00:00,18.9681,72.9413,4.4,260.2
366789123,2023-01-01T23:50:00+00:00,18.94019,72.78649,2.3,183.3
374567890,2023-01-01T23:55:00+00:00,18.89565,72.75397,6.7,110.1
374567890,2023-01-01T00:00:00+00:00,18.93842,72.89166,5.7,302.0
366789123,2023-01-01T00:05:00+00:00,18.94776,72.85449,9.6,43.6
338123456,2023-01-01T00:10:00+00:00,18.98935,72.83339,8.4,155.8
366789123,2023-01-01T00:15:00+00:00,18.90901,72.78672,3.5,125.3
338123456,2023-01-01T00:20:00+00:00,18.80802,72.79997,4.2,350.9
338123456,2023-01-01T00:25:00+00:00,18.80167,72.77587,6.2,328.9
338123456,2023-01-01T00:30:00+00:00,18.8584,72.80076,9.6,126.9
374567890,2023-01-01T00:35:00+00:00,18.96254,72.77624,6.4,83.4
338123456,2023-01-01T00:40:00+00:00,18.97933,72.93986,8.7,104.1
374567890,2023-01-01T00:45:00+00:00,18.96417,72.86642,1.5,128.7
338123456,2023-01-01T00:50:00+00:00,18.94741,72.79419,3.0,164.7
338123456,2023-01-01T00:55:00+00:00,18.90889,72.92373,8.8,33.6
374567890,2023-01-01T01:00:00+00:00,18.80616,72.85649,4.6,272.7
374567890,2023-01-01T01:05:00+00:00,18.86505,72.84466,5.2,231.8
338123456,2023-01-01T01:10:00+00:00,18.94783,72.92746,9.2,13.1
338123456,2023-01-01T01:15:00+00:00,18.94368,72.88383,9.6,299.5
338123456,2023-01-01T01:20:00+00:00,18.94345,72.79541,2.7,157.0
338123456,2023-01-01T01:25:00+00:00,18.87004,72.85148,6.8,336.8
338123456,2023-01-01T01:30:00+00:00,18.92048,72.86254,6.1,88.9
338123456,2023-01-01T01:35:00+00:00,18.91906,72.92595,9.7,148.1
374567890,2023-01-01T01:40:00+00:00,18.973,72.75915,2.3,105.3
366789123,2023-01-01T01:45:00+00:00,18.95533,72.75304,2.6,176.3
374567890,2023-01-01T01:50:00+00:00,18.80126,72.7569,2.0,132.9
338123456,2023-01-01T01:55:00+00:00,18.95455,72.78558,3.4,16.1
338123456,2023-01-01T02:00:00+00:00,18.86942,72.84343,8.6,305.9
374567890,2023-01-01T02:05:00+00:00,18.83022,72.93546,9.9,45.5
374567890,2023-01-01T02:10:00+00:00,18.82115,72.79675,2.1,194.6
338123456,2023-01-01T02:15:00+00:00,18.93679,72.82726,0.5,148.6
366789123,2023-01-01T02:20:00+00:00,18.91062,72.77723,8.0,134.9
366789123,2023-01-01T02:25:00+00:00,18.92701,72.92116,8.1,198.1
366789123,2023-01-01T02:30:00+00:00,18.82402,72.76264,1.2,20.0
366789123,2023-01-01T02:35:00+00:00,18.84158,72.86357,3.3,325.8
374567890,2023-01-01T02:40:00+00:00,18.90023,72.8346,0.8,23.1
374567890,2023-01-01T02:45:00+00:00,18.87739,72.79001,0.6,358.8
366789123,2023-01-01T02:50:00+00:00,18.803,72.82429,7.0,144.7
338123456,2023-01-01T02:55:00+00:00,18.94989,72.81395,0.9,299.8
366789123,2023-01-01T03:00:00+00:00,18.80515,72.93804,9.0,242.5
366789123,2023-01-01T03:05:00+00:00,18.86483,72.92374,8.2,284.7
338123456,2023-01-01T03:10:00+00:00,18.80933,72.85086,3.0,274.9
366789123,2023-01-01T03:15:00+00:00,18.83007,72.78202,7.5,98.2
366789123,2023-01-01T03:20:00+00:00,18.87972,72.7967,2.0,223.9
366789123,2023-01-01T03:25:00+00:00,18.95102,72.82704,1.8,71.0
366789123,2023-01-01T03:30:00+00:00,18.95938,72.78141,2.2,186.2
338123456,2023-01-01T03:35:00+00:00,18.83151,72.79515,8.7,219.6
366789123,2023-01-01T03:40:00+00:00,18.89702,72.94918,0.6,104.6
374567890,2023-01-01T03:45:00+00:00,18.82891,72.76301,9.0,269.2
374567890,2023-01-01T03:50:00+00:00,18.98278,72.78981,6.4,266.8
366789123,2023-01-01T03:55:00+00:00,18.84366,72.85791,4.2,7.1
374567890,2023-01-01T04:00:00+00:00,18.88065,72.87488,8.3,12.0
366789123,2023-01-01T04:05:00+00:00,18.93743,72.77838,1.2,63.8
338123456,2023-01-01T04:10:00+00:00,18.89721,72.75606,2.8,136.6
374567890,2023-01-01T04:15:00+00:00,18.94218,72.75676,2.4,206.3
366789123,2023-01-01T04:20:00+00:00,18.8642,72.79894,5.1,252.6
366789123,2023-01-01T04:25:00+00:00,18.81334,72.89864,5.4,18.1
338123456,2023-01-01T04:30:00+00:00,18.98549,72.88125,1.5,256.7
338123456,2023-01-01T04:35:00+00:00,18.9407,72.81532,8.9,76.0
374567890,2023-01-01T04:40:00+00:00,18.94372,72.86636,4.8,126.7
374567890,2023-01-01T04:45:00+00:00,18.96987,72.86036,9.8,269.1
366789123,2023-01-01T04:50:00+00:00,18.87302,72.79206,4.5,88.4
338123456,2023-01-01T04:55:00+00:00,18.93013,72.75866,2.7,48.3
338123456,2023-01-01T05:00:00+00:00,18.84445,72.91669,6.3,114.2
374567890,2023-01-01T05:05:00+00:00,18.91508,72.82284,2.1,94.7
338123456,2023-01-01T05:10:00+00:00,18.91375,72.88943,1.4,236.9
374567890,2023-01-01T05:15:00+00:00,18.88363,72.79323,2.3,110.3
374567890,2023-01-01T05:20:00+00:00,18.9734,72.8941,5.8,54.5
338123456,2023-01-01T05:25:00+00:00,18.90391,72.88816,6.5,71.9
366789123,2023-01-01T05:30:00+00:00,18.89461,72.88335,7.8,226.7
338123456,2023-01-01T05:35:00+00:00,18.95708,72.78027,2.1,275.3
338123456,2023-01-01T05:40:00+00:00,18.89884,72.79467,7.0,1.6
